"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q12888","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11331310, ECO:0000269|PubMed:15525939, ECO:0000269|PubMed:16294045, ECO:0000269|PubMed:16294047, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:19176521, ECO:0000269|PubMed:21144835, ECO:0000269|PubMed:28241136, ECO:0000269|PubMed:9748285}. Chromosome {ECO:0000269|PubMed:12824158, ECO:0000269|PubMed:15525939, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:23333306, ECO:0000269|PubMed:23760478, ECO:0000269|PubMed:24703952, ECO:0000269|PubMed:28241136}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:P70399}. Note=Localizes to the nucleus in absence of DNA damage (PubMed:28241136). Following DNA damage, recruited to sites of DNA damage, such as double stand breaks (DSBs): recognizes and binds histone H2A monoubiquitinated at 'Lys-15' (H2AK15Ub) and histone H4 dimethylated at 'Lys-20' (H4K20me2), two histone marks that are present at DSBs sites (PubMed:23333306, PubMed:23760478, PubMed:24703952, PubMed:28241136, PubMed:17190600). Associated with kinetochores during mitosis (By similarity). {ECO:0000250|UniProtKB:P70399, ECO:0000269|PubMed:17190600, ECO:0000269|PubMed:23333306, ECO:0000269|PubMed:23760478, ECO:0000269|PubMed:28241136}.",NA,NA,NA
"Q53FA7",NA,NA,NA,NA
"O15350","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24314664}. Cytoplasm. Note=Accumulates in the nucleus in response to DNA damage.",NA,NA,NA
"O43399",NA,NA,NA,NA
"Q9H3S4",NA,NA,NA,NA
"Q86W33","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.",NA,NA,"TRANSMEM 48..68; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 76..96; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 123..143; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 151..171; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 192..212; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 234..254; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 265..285; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q5T0D9","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:A8WCF8}; Peripheral membrane protein {ECO:0000250|UniProtKB:A8WCF8}. Presynaptic active zone {ECO:0000250|UniProtKB:A8WCF8}.",NA,NA,NA
"Q15661","SUBCELLULAR LOCATION: Secreted. Note=Released from the secretory granules upon mast cell activation. {ECO:0000250}.",NA,NA,NA
"Q13595","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9546399}.",NA,NA,NA
"O43734",NA,NA,NA,NA
"Q9Y228","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30573680}. Golgi apparatus membrane {ECO:0000269|PubMed:26195727}; Single-pass type IV membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000250|UniProtKB:Q8C0G2}. Mitochondrion outer membrane {ECO:0000269|PubMed:31390091}. Note=Accumulates on the mitochondria after virus infection. {ECO:0000269|PubMed:31390091}.",NA,"TOPO_DOM 1..526; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 545..551; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 527..544; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"Q6Q0C0","SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:14743216}. Note=Colocalizes with MAP3K3 to vesicle-like structures throughout the cytoplasm.",NA,NA,NA
"O60296","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Early endosome {ECO:0000250}. Mitochondrion {ECO:0000250}. Note=Colocalizes with MGARP at the mitochondria. Translocates from the cytoplasm to the mitochondria in a MGARP-dependent manner (By similarity). {ECO:0000250}.",NA,NA,NA
"Q7Z392","SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:27862579}. Golgi apparatus, cis-Golgi network {ECO:0000250}.",NA,NA,NA
"P0DI81","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:11031107}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:11031107}. Nucleus {ECO:0000269|PubMed:20498720, ECO:0000269|PubMed:25918224}. Cytoplasm {ECO:0000269|PubMed:20498720}. Note=Localized in perinuclear granular structures. {ECO:0000269|PubMed:11031107}.",NA,NA,NA
"P0DI82","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P0DI81}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11134351}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000250|UniProtKB:P0DI81}. Cytoplasm {ECO:0000250|UniProtKB:P0DI81}. Note=Localized in perinuclear granular structures. {ECO:0000250|UniProtKB:P0DI81}.",NA,NA,NA
"Q9UL33","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:19416478}. Endoplasmic reticulum {ECO:0000269|PubMed:19416478}. Golgi apparatus {ECO:0000269|PubMed:19416478}.",NA,NA,NA
"Q5T215","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.",NA,NA,NA
"Q8IUR0","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.",NA,NA,NA
"Q96Q05","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Processes and cell bodies of neurons. {ECO:0000250}.",NA,NA,NA
"O43280","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P19813}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:P19813}.",NA,NA,NA
"Q9NZC2","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:24078628, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:25615530, ECO:0000269|PubMed:27589997, ECO:0000269|PubMed:27995897, ECO:0000269|PubMed:28768830, ECO:0000269|PubMed:28855300, ECO:0000269|PubMed:28855301}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.",NA,"TOPO_DOM 19..174; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 196..230; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 175..195; /note=Helical; /evidence=ECO:0000255"
"Q9Y577","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27562068}. Lysosome {ECO:0000269|PubMed:27562068}.",NA,NA,NA
"Q9UPN9","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15820681, ECO:0000269|PubMed:16751102, ECO:0000269|PubMed:19135894, ECO:0000269|PubMed:25593309}. Note=In discrete nuclear dots resembling nuclear bodies (By similarity). Localizes to sites of DNA damage (PubMed:25593309). {ECO:0000250|UniProtKB:Q99PP7, ECO:0000269|PubMed:25593309}.",NA,NA,NA
"Q96DX7",NA,NA,NA,NA
"Q9BSJ1",NA,NA,NA,NA
"Q9BVG3","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23402750, ECO:0000269|PubMed:26488816}.",NA,NA,NA
"Q6PJ69","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24778252, ECO:0000269|PubMed:34512673}.",NA,NA,NA
"Q9C029","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:32853985}. Cytoplasm {ECO:0000269|PubMed:32641828, ECO:0000269|PubMed:32853985, ECO:0000269|PubMed:34062120}. Golgi apparatus {ECO:0000269|PubMed:32641828}.",NA,NA,NA
"Q6ZMU5","SUBCELLULAR LOCATION: Cell membrane, sarcolemma {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}. Note=Tethered to plasma membrane and cytoplasmic vesicles via its interaction with phosphatidylserine. {ECO:0000250}.",NA,NA,NA
"Q9BZR9","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23152791, ECO:0000269|PubMed:34871740}. Nucleus {ECO:0000269|PubMed:23152791, ECO:0000269|PubMed:34871740}. Nucleus, nuclear body {ECO:0000269|PubMed:33508234}. Note=Nucleo-cytoplasmic translocation is involved in regulation of NF-kappa-B. {ECO:0000269|PubMed:23152791}.",NA,NA,NA
"O75962","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:22155786}. Cell projection {ECO:0000250|UniProtKB:Q0KL02}.",NA,NA,NA
"Q15642","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Lysosome. Golgi apparatus. Cell membrane. Cell projection, phagocytic cup. Note=Translocates to the plasma membrane in response to insulin stimulation, and this may require active RHOQ (By similarity). Localizes to cortical regions coincident with F-actin, to lysosomes and to sites of phagocytosis in macrophages. Also localizes to the Golgi, and this requires AKAP9. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm, perinuclear region.",NA,NA,NA
"P48995","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..386; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 408..415; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 437..457; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 476..539; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 561..586; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 608..616; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 387..407; /note=Helical; /evidence=ECO:0000255; TRANSMEM 416..436; /note=Helical; /evidence=ECO:0000255; TRANSMEM 458..475; /note=Helical; /evidence=ECO:0000255; TRANSMEM 540..560; /note=Helical; /evidence=ECO:0000255; TRANSMEM 587..607; /note=Helical; /evidence=ECO:0000255; TRANSMEM 617..637; /note=Helical; /evidence=ECO:0000255"
"Q9HCF6","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12672827, ECO:0000305|PubMed:21278253}; Multi-pass membrane protein {ECO:0000269|PubMed:12672827}.",NA,"TOPO_DOM 25..794; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 816..897; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 919..964; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 986..995; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1017..1028; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1050..1116; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1138..1732; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 4..24; /note=Helical; /evidence=ECO:0000255; TRANSMEM 795..815; /note=Helical; /evidence=ECO:0000255; TRANSMEM 898..918; /note=Helical; /evidence=ECO:0000255; TRANSMEM 965..985; /note=Helical; /evidence=ECO:0000255; TRANSMEM 996..1016; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1029..1049; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1117..1137; /note=Helical; /evidence=ECO:0000255"
"Q96QT4","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","INTRAMEM 1036..1056; /note=Pore-forming; /evidence=ECO:0000255","TOPO_DOM 1..755; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 777..855; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 877..918; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 940..962; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 984..995; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1017..1035; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1057..1074; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1096..1865; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 756..776; /note=Helical; /evidence=ECO:0000255; TRANSMEM 856..876; /note=Helical; /evidence=ECO:0000255; TRANSMEM 919..939; /note=Helical; /evidence=ECO:0000255; TRANSMEM 963..983; /note=Helical; /evidence=ECO:0000255; TRANSMEM 996..1016; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1075..1095; /note=Helical; /evidence=ECO:0000255"
"Q8WWH5","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28073919, ECO:0000269|PubMed:33023933}. Cytoplasm, cytosol {ECO:0000269|PubMed:28073919}. Note=Catalyzes pseudouridylation of mRNAs in the nucleus. {ECO:0000269|PubMed:28073919}.",NA,NA,NA
"Q96PP4",NA,NA,NA,NA
"Q969D9","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11418668}.",NA,NA,NA
"O60635","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:19508227}; Multi-pass membrane protein {ECO:0000269|PubMed:19508227}.",NA,"TOPO_DOM 1..11; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 33..52; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 74..88; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 110..211; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 233..241; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 12..32; /note=Helical; /evidence=ECO:0000255; TRANSMEM 53..73; /note=Helical; /evidence=ECO:0000255; TRANSMEM 89..109; /note=Helical; /evidence=ECO:0000255; TRANSMEM 212..232; /note=Helical; /evidence=ECO:0000255"
"A1L157","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 19..39; /note=Helical; /evidence=ECO:0000255; TRANSMEM 63..83; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 220..240; /note=Helical; /evidence=ECO:0000255"
"O95859","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",NA,"TOPO_DOM 1..12; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 34..59; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 81..89; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 111..224; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 246..305; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 13..33; /note=Helical; /evidence=ECO:0000255; TRANSMEM 60..80; /note=Helical; /evidence=ECO:0000255; TRANSMEM 90..110; /note=Helical; /evidence=ECO:0000255; TRANSMEM 225..245; /note=Helical; /evidence=ECO:0000255"
"Q8NG11","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26686862}; Multi-pass membrane protein {ECO:0000305}.",NA,"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 39..61; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 83..92; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 114..232; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 254..270; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 18..38; /note=Helical; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"O95858","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:30463011}; Multi-pass membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:26686862}.",NA,"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 45..62; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 84..93; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 115..235; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 257..294; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 24..44; /note=Helical; /evidence=ECO:0000255; TRANSMEM 63..83; /note=Helical; /evidence=ECO:0000255; TRANSMEM 94..114; /note=Helical; /evidence=ECO:0000255; TRANSMEM 236..256; /note=Helical; /evidence=ECO:0000255"
"P19075","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..9; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 34..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 73..83; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 110..205; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 231..237; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 10..33; /note=Helical; /evidence=ECO:0000255; TRANSMEM 58..72; /note=Helical; /evidence=ECO:0000255; TRANSMEM 84..109; /note=Helical; /evidence=ECO:0000255; TRANSMEM 206..230; /note=Helical; /evidence=ECO:0000255"
"Q6PID6",NA,NA,NA,NA
"Q8N6N2",NA,NA,NA,NA
"O43156","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23263282}.",NA,NA,NA
"Q8NG68",NA,NA,NA,NA
"Q8N841","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A4Q9E8}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:A4Q9E8}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:22246503}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:22246503}. Note=CEP41 is required for its transport between the basal body and the cilium axoneme. {ECO:0000269|PubMed:22246503}.",NA,NA,NA
"Q9NNX1","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P27628}. Note=Secreted at a very early stage of enamel formation, concentrated at the dentin-enamel junction and tightly bound to the surface of the growing crystallites. {ECO:0000250|UniProtKB:P27628}.",NA,NA,NA
"Q2TAM9",NA,NA,NA,NA
"O75896",NA,NA,NA,NA
"A6NH52","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 32..52; /note=Helical; /evidence=ECO:0000255; TRANSMEM 54..74; /note=Helical; /evidence=ECO:0000255; TRANSMEM 123..143; /note=Helical; /evidence=ECO:0000255; TRANSMEM 150..170; /note=Helical; /evidence=ECO:0000255"
"P14679","SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}; Single-pass type I membrane protein {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000250|UniProtKB:P11344}. Note=Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P11344}.",NA,"TOPO_DOM 19..476; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 498..529; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 477..497; /note=Helical; /evidence=ECO:0000255"
"P17643","SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000250|UniProtKB:P07147}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P07147}. Note=Located to mature stage III and IV melanosomes and apposed endosomal tubular membranes. Transported to pigmented melanosomes by the BLOC-1 complex. Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P07147}.",NA,"TOPO_DOM 25..477; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 502..537; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 478..501; /note=Helical; /evidence=ECO:0000255"
"Q9GZZ9","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18442052, ECO:0000269|PubMed:26872069}. Nucleus {ECO:0000269|PubMed:18442052}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:30990354}. Golgi apparatus {ECO:0000269|PubMed:26872069}. Note=Localizes mainly in the cytoplasm, while it localizes to the nucleus in presence of SUMO2 (PubMed:18442052). Interaction with GABARAPL2 promotes localization to the endoplasmic reticulum membrane (PubMed:30990354). {ECO:0000269|PubMed:18442052, ECO:0000269|PubMed:30990354}.",NA,NA,NA
"P41226",NA,NA,NA,NA
"Q9NZ09","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:21757351}. Endosome {ECO:0000269|PubMed:21757351}. Note=Predominantly cytosolic (PubMed:21757351). Recruited to endosomes as part of the ESCRT-I complex (PubMed:21757351). {ECO:0000269|PubMed:21757351}.",NA,NA,NA
"P49459",NA,NA,NA,NA
"P63146","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P63149}. Nucleus {ECO:0000250|UniProtKB:P63149}. Note=In peripheral neurons, expressed both at the plasma membrane and in nuclei. {ECO:0000250|UniProtKB:P63149}.",NA,NA,NA
"Q9Y5Z9","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20953171}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:23374346}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:20505825}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:11314041}. Nucleus {ECO:0000269|PubMed:11314041, ECO:0000269|PubMed:12497587}.",NA,NA,"TRANSMEM 83..103; /note=Helical; /evidence=ECO:0000255; TRANSMEM 134..154; /note=Helical; /evidence=ECO:0000255; TRANSMEM 160..180; /note=Helical; /evidence=ECO:0000255; TRANSMEM 188..208; /note=Helical; /evidence=ECO:0000255; TRANSMEM 209..229; /note=Helical; /evidence=ECO:0000255; TRANSMEM 245..267; /note=Helical; /evidence=ECO:0000255; TRANSMEM 277..297; /note=Helical; /evidence=ECO:0000255; TRANSMEM 315..335; /note=Helical; /evidence=ECO:0000255"
"Q8IWV7","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:16311597}.",NA,NA,NA
"Q9HAC8",NA,NA,NA,NA
"Q96RP3","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"P19224","SUBCELLULAR LOCATION: Microsome. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 490..506; /note=Helical; /evidence=ECO:0000255"
"Q6NUS8","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA,"TOPO_DOM 23..483; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 505..523; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 484..504; /note=Helical; /evidence=ECO:0000255"
"Q8TAS1","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23419774}.",NA,NA,NA
"A0JNW5","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20163565}. Early endosome {ECO:0000269|PubMed:20163565, ECO:0000269|PubMed:35499567}. Note=Localizes on a subpopulation of vesicle clusters in the early endocytic pathway. {ECO:0000269|PubMed:35499567}.",NA,NA,NA
"Q9BZM5","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12782710}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12782710}. Endoplasmic reticulum {ECO:0000269|PubMed:12782710}. Secreted {ECO:0000269|PubMed:11444831}. Note=In CMV-infected fibroblasts, detected in the endoplasmic reticulum/cis-Golgi. {ECO:0000269|PubMed:12782710}.",NA,NA,NA
"Q9BZM4","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9BZM6}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9BZM6}.",NA,NA,NA
"O14795","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}. Synapse {ECO:0000250}. Note=Localized to synapses. Translocated to the plasma membrane in response to phorbol ester binding (By similarity). {ECO:0000250}.",NA,NA,NA
