"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"P39086","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Postsynaptic cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 31..576; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 598..653; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 675..834; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 856..918; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 577..597; /note=Helical; /evidence=ECO:0000255; TRANSMEM 654..674; /note=Helical; /evidence=ECO:0000255; TRANSMEM 835..855; /note=Helical; /evidence=ECO:0000255"
"P30550","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1655761}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..38; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 63..76; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 97..114; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 137..152; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 175..208; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 235..264; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 286..298; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 326..384; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 39..62; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 77..96; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 115..136; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 153..174; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 209..234; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 265..285; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 299..325; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q96QA5","SUBCELLULAR LOCATION: [Gasdermin-A]: Cytoplasm, perinuclear region {ECO:0000269|PubMed:17471240}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q5Y4Y6}.; SUBCELLULAR LOCATION: [Gasdermin-A, N-terminal]: Cell membrane {ECO:0000269|PubMed:35110732, ECO:0000269|PubMed:35545676}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q5Y4Y6}.",NA,NA,"TRANSMEM 78..95; /note=Beta stranded; /evidence=ECO:0000250|UniProtKB:Q5Y4Y6; TRANSMEM 99..120; /note=Beta stranded; /evidence=ECO:0000250|UniProtKB:Q5Y4Y6; TRANSMEM 163..179; /note=Beta stranded; /evidence=ECO:0000250|UniProtKB:Q5Y4Y6; TRANSMEM 183..197; /note=Beta stranded; /evidence=ECO:0000250|UniProtKB:Q5Y4Y6"
"Q9NYZ3","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Note=Associated with microtubules.",NA,NA,NA
"P43080","SUBCELLULAR LOCATION: Membrane; Lipid-anchor {ECO:0000250|UniProtKB:P46065}. Photoreceptor inner segment {ECO:0000269|PubMed:9620085}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:9620085}. Note=Present at higher levels in cone than in rod outer segments (PubMed:9620085). Subcellular location is not affected by light or dark conditions. {ECO:0000269|PubMed:9620085}.",NA,NA,NA
"P02724","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11402026}; Single-pass type I membrane protein {ECO:0000269|PubMed:11402026}. Note=Appears to be colocalized with SLC4A1.",NA,"TOPO_DOM 20..91; /note=Extracellular; TOPO_DOM 115..150; /note=Cytoplasmic","TRANSMEM 92..114; /note=Helical"
"Q00444","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"P28222","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10452531, ECO:0000269|PubMed:1315531, ECO:0000269|PubMed:1328844, ECO:0000269|PubMed:1348246, ECO:0000269|PubMed:1351684, ECO:0000269|PubMed:1559993, ECO:0000269|PubMed:1565658, ECO:0000269|PubMed:1610347, ECO:0000269|PubMed:23519210, ECO:0000269|PubMed:23519215}; Multi-pass membrane protein {ECO:0000269|PubMed:10452531, ECO:0000269|PubMed:1315531, ECO:0000269|PubMed:1328844, ECO:0000269|PubMed:1348246, ECO:0000269|PubMed:1351684, ECO:0000269|PubMed:1559993, ECO:0000269|PubMed:1565658, ECO:0000269|PubMed:1610347, ECO:0000269|PubMed:23519210, ECO:0000269|PubMed:23519215}.",NA,"TOPO_DOM 1..49; /note=Extracellular; TOPO_DOM 76..84; /note=Cytoplasmic; TOPO_DOM 111..123; /note=Extracellular; TOPO_DOM 146..165; /note=Cytoplasmic; TOPO_DOM 188..205; /note=Extracellular; TOPO_DOM 229..315; /note=Cytoplasmic; TOPO_DOM 337..349; /note=Extracellular; TOPO_DOM 372..390; /note=Cytoplasmic","TRANSMEM 50..75; /note=Helical; Name=1; TRANSMEM 85..110; /note=Helical; Name=2; TRANSMEM 124..145; /note=Helical; Name=3; TRANSMEM 166..187; /note=Helical; Name=4; TRANSMEM 206..228; /note=Helical; Name=5; TRANSMEM 316..336; /note=Helical; Name=6; TRANSMEM 350..371; /note=Helical; Name=7"
"P34969","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..83; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 105..117; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 139..157; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 179..201; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 223..236; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 258..325; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 347..367; /note=Extracellular; /evidence=ECO:0000250; TOPO_DOM 389..479; /note=Cytoplasmic; /evidence=ECO:0000250","TRANSMEM 84..104; /note=Helical; Name=1; /evidence=ECO:0000250; TRANSMEM 118..138; /note=Helical; Name=2; /evidence=ECO:0000250; TRANSMEM 158..178; /note=Helical; Name=3; /evidence=ECO:0000250; TRANSMEM 202..222; /note=Helical; Name=4; /evidence=ECO:0000250; TRANSMEM 237..257; /note=Helical; Name=5; /evidence=ECO:0000250; TRANSMEM 326..346; /note=Helical; Name=6; /evidence=ECO:0000250; TRANSMEM 368..388; /note=Helical; Name=7; /evidence=ECO:0000250"
"Q9Y6W8","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.",NA,"TOPO_DOM 21..140; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 162..199; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 141..161; /note=Helical; /evidence=ECO:0000255"
"A6NNB3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24519609}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..86; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 108..132; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:O88728, ECO:0000255","TRANSMEM 37..57; /note=Helical; /evidence=ECO:0000255; TRANSMEM 87..107; /note=Helical; /evidence=ECO:0000255"
"Q6UWQ7","SUBCELLULAR LOCATION: Secreted {ECO:0000305}.",NA,NA,NA
"A0A0C4DH55","SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.",NA,NA,NA
"A1L1A6","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31560140}; Single-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000255"
"Q99665","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 24..622; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 644..862; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 623..643; /note=Helical; /evidence=ECO:0000255"
"Q9HBE5","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 20..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..538; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"Q9NZH8","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:32272059}. Secreted {ECO:0000269|PubMed:20870894}. Note=The secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion. {ECO:0000269|PubMed:32272059}.",NA,NA,NA
"Q71H61","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:B5TVM2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:B5TVM2}. Cell junction, tight junction {ECO:0000250|UniProtKB:B5TVM2}. Nucleus {ECO:0000250|UniProtKB:B5TVM2}.",NA,"TOPO_DOM 21..186; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 208..639; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 187..207; /note=Helical; /evidence=ECO:0000255"
"Q08881","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17060314}. Nucleus {ECO:0000250|UniProtKB:Q03526}. Note=Localizes in the vicinity of cell surface receptors in the plasma membrane after receptor stimulation.",NA,NA,NA
"Q6PHW0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15289438}; Single-pass membrane protein {ECO:0000269|PubMed:15289438}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15289438}.",NA,NA,"TRANSMEM 1..21; /note=Helical; /evidence=ECO:0000255"
"P17658","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14575698, ECO:0000269|PubMed:2347305}; Multi-pass membrane protein {ECO:0000305}.","INTRAMEM 410..421; /note=Helical; Name=Pore helix; /evidence=ECO:0000250|UniProtKB:P63142; INTRAMEM 422..429; /evidence=ECO:0000250|UniProtKB:P63142","TOPO_DOM 1..171; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 194..262; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 285..295; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 317..337; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 359..373; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 396..409; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 430..436; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 466..529; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142","TRANSMEM 172..193; /note=Helical; Name=Segment S1; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 263..284; /note=Helical; Name=Segment S2; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 296..316; /note=Helical; Name=Segment S3; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 338..358; /note=Helical; Voltage-sensor; Name=Segment S4; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 374..395; /note=Helical; Name=Segment S5; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 437..465; /note=Helical; Name=Segment S6; /evidence=ECO:0000250|UniProtKB:P63142"
"Q96RP8","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",NA,NA,"TRANSMEM 144..164; /note=Helical; Name=Segment S1; /evidence=ECO:0000255; TRANSMEM 209..229; /note=Helical; Name=Segment S2; /evidence=ECO:0000255; TRANSMEM 241..261; /note=Helical; Name=Segment S3; /evidence=ECO:0000255; TRANSMEM 276..295; /note=Helical; Voltage-sensor; Name=Segment S4; /evidence=ECO:0000255; TRANSMEM 312..332; /note=Helical; Name=Segment S5; /evidence=ECO:0000255; TRANSMEM 373..393; /note=Helical; Name=Segment S6; /evidence=ECO:0000255"
"Q92953","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q63099}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q63099}. Perikaryon {ECO:0000250|UniProtKB:Q63099}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q63099}. Note=Localized uniformly throughout cell bodies and dendrites. Colocalizes with KCNB1 to high-density somatodendritic clusters on cortical pyramidal neurons. {ECO:0000250|UniProtKB:Q63099}.","INTRAMEM 369..380; /note=Helical; Name=Pore helix; /evidence=ECO:0000250|UniProtKB:P63142; INTRAMEM 381..388; /evidence=ECO:0000250|UniProtKB:P63142","TOPO_DOM 1..190; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 213..232; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 255..265; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 285..296; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 318..332; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 355..368; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 389..395; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 425..911; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142","TRANSMEM 191..212; /note=Helical; Name=Segment S1; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 233..254; /note=Helical; Name=Segment S2; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 266..284; /note=Helical; Name=Segment S3; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 297..317; /note=Helical; Voltage-sensor; Name=Segment S4; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 333..354; /note=Helical; Name=Segment S5; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 396..424; /note=Helical; Name=Segment S6; /evidence=ECO:0000250|UniProtKB:P63142"
"Q8TDN1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19074135}; Multi-pass membrane protein {ECO:0000305}. Note=Has to be associated with KCNB1 or possibly another partner to get inserted in the plasma membrane. Colocalizes with KCNB1 at the plasma membrane. Remains intracellular in the absence of KCNB1 (PubMed:19074135). {ECO:0000269|PubMed:19074135}.","INTRAMEM 406..417; /note=Helical; Name=Pore helix; /evidence=ECO:0000250|UniProtKB:P63142; INTRAMEM 418..425; /evidence=ECO:0000250|UniProtKB:P63142","TOPO_DOM 1..218; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 241..261; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 284..294; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 315..328; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 354..368; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 391..405; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 426..432; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P63142; TOPO_DOM 462..519; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P63142","TRANSMEM 219..240; /note=Helical; Name=Segment S1; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 262..283; /note=Helical; Name=Segment S2; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 295..314; /note=Helical; Name=Segment S3; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 329..353; /note=Helical; Voltage-sensor; Name=Segment S4; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 369..390; /note=Helical; Name=Segment S5; /evidence=ECO:0000250|UniProtKB:P63142; TRANSMEM 433..461; /note=Helical; Name=Segment S6; /evidence=ECO:0000250|UniProtKB:P63142"
"Q96L42","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.","INTRAMEM 420..440; /note=Pore-forming; Name=Segment H5; /evidence=ECO:0000255","TOPO_DOM 1..225; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 247..255; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 277..298; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 320..327; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 349..357; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 379..419; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 441..448; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 470..1107; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 226..246; /note=Helical; Name=Segment S1; /evidence=ECO:0000255; TRANSMEM 256..276; /note=Helical; Name=Segment S2; /evidence=ECO:0000255; TRANSMEM 299..319; /note=Helical; Name=Segment S3; /evidence=ECO:0000255; TRANSMEM 328..348; /note=Helical; Voltage-sensor; Name=Segment S4; /evidence=ECO:0000255; TRANSMEM 358..378; /note=Helical; Name=Segment S5; /evidence=ECO:0000255; TRANSMEM 449..469; /note=Helical; Name=Segment S6; /evidence=ECO:0000255"
"Q9HB14","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","INTRAMEM 95..115; /note=Pore-forming; Name=Pore-forming 1; /evidence=ECO:0000255; INTRAMEM 224..244; /note=Pore-forming; Name=Pore-forming 2; /evidence=ECO:0000255","TOPO_DOM 1..19; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 146..193; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 284..408; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 20..40; /note=Helical; /evidence=ECO:0000255; TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255; TRANSMEM 194..214; /note=Helical; /evidence=ECO:0000255; TRANSMEM 263..283; /note=Helical; /evidence=ECO:0000255"
"Q9NPC2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","INTRAMEM 89..101; /note=Pore-forming; Name=Pore-forming 1; /evidence=ECO:0000255; INTRAMEM 195..207; /note=Pore-forming; Name=Pore-forming 2; /evidence=ECO:0000255","TOPO_DOM 1..8; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 30..88; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 102..107; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 129..158; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 180..194; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 208..218; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 240..374; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 9..29; /note=Helical; /evidence=ECO:0000255; TRANSMEM 108..128; /note=Helical; /evidence=ECO:0000255; TRANSMEM 159..179; /note=Helical; /evidence=ECO:0000255; TRANSMEM 219..239; /note=Helical; /evidence=ECO:0000255"
"P23276","SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Note=Spans the erythrocyte membrane, and is attached to the underlying cytoskeleton.",NA,"TOPO_DOM 1..47; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..732; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 48..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q9P2E2","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}. Cell projection, cilium {ECO:0000250|UniProtKB:Q99PW8}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99PW8}. Note=Localizes to dendrites of pyramidal neurons (By similarity). Does not localize to the axons or nuclei in cerebral cortex, hippocampus or olfactory bulb (By similarity). Co-localizes with NR2B-containing vesicles along microtubules (By similarity). {ECO:0000250|UniProtKB:Q99PW8}.",NA,NA,NA
"Q2KJY2","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000305}.",NA,NA,NA
"Q969F8","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..46; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 68..78; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 102..120; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 139..157; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 179..202; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 224..263; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 285..305; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 329..398; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 47..67; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 79..101; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 121..138; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 158..178; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 203..223; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 264..284; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 306..328; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q96G42",NA,NA,NA,NA
"P26717","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20952657, ECO:0000269|PubMed:21825173}; Single-pass type II membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..231; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"O95678",NA,NA,NA,NA
"Q7Z794",NA,NA,NA,NA
"Q8IWV1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12359715}; Single-pass type III membrane protein {ECO:0000269|PubMed:12359715}.",NA,"TOPO_DOM 1..37; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 59..398; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 38..58; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"Q6UWM7","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.",NA,"TOPO_DOM 23..541; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 563..567; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 542..562; /note=Helical; /evidence=ECO:0000255"
"P22888","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11847099}; Multi-pass membrane protein {ECO:0000305}.",NA,"TOPO_DOM 27..363; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 386..395; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 417..439; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 463..482; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 506..525; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..570; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 595..605; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 628..699; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 364..385; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 396..416; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 440..462; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 483..505; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 526..549; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 571..594; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 606..627; /note=Helical; Name=7; /evidence=ECO:0000255"
